method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
dense,13868,24923,,0,0.204,Apple Fairplay Streaming support.,[video_player] Support DRM content,a: video|c: new feature|p: video_player|package|team-ecosystem|triaged-ecosystem,
dense,67528,45332,1,38,181.31,Image picker video/image optional,ImagePicker: ImageSource should support both Camera+Gallery,p: image_picker|package,45332|46460|66413|48670|13868|61340|51875|53229|24923|62496
dense,75423,75076,1,45,35.391,[web] Pressing any key causes Uncaught Errors in platform_dispatcher.dart,[Web]TextformField shows error when trying to type with keyboard,,75076|60495|59757|73743|65021|54213|68958|73355|66224|59770
dense,75617,32719,3,47,29.332,[question]Calling C ++ via the plugin introduces a compilation error caused by the VCPKG package in CMake,Add dependency management support for Windows plugins,,66224|62597|32719|59770|53120|59312|61997|70216|65021|66833
dense,76580,68436,1,48,24.973,"cupertino_icons, square_pencil issue","Cupertino icon ""square_pencil"" is filled",r: duplicate,68436|53229|14288|61340|31373|75613|30701|66224|59770|14720
dense,76768,66833,2,50,183.248,Using more v2 embedded plugins from plugin example application will make the plugin fail to run properly,MissingPluginException(No implementation found for method getAll on channel plugins.flutter.io/shared_preferences),r: duplicate,66224|66833|65021|76705|59757|33615|60495|75617|59770|54213
dense,76777,76705,2,51,29.218,win32-1.7.4+1/lib/src/structs.dart:1111:7: Error: Struct 'ENUMLOGFONTEX' is empty. Empty,Android build failure on master channel,,59770|76705|54213|65021|66224|59312|68958|70216|53120|76768
dense,78009,75613,1,55,33.517,Horizontal scrollbar becomes invalid and does not disappear after increasing the width of the screen.,The Scrollbar() Widget in Flutter Web is not working as expected,,75613|66413|60495|62496|61340|31373|40648|77043|73355|14288
dense,78244,48670,1,57,9.442,hls url doesnt play the video in iOS with video_player ,Flutter video_player unable to play HLS live video on iOS device,,48670|66413|13868|24923|46460|67528|62496|22771|61340|51875
dense,78342,78099,1,58,29.668,[tool_crash] RPCError,[tool_crash] RPCError,,78099|59312|70216|76705|77581|60495|59770|76777|54213|59757
dense,79277,77043,1,59,27.983,Carried velocity is incorrectly applied on iOS,ListView ScrollPhysics different from native scroll physics when pausing in between scrolls,f: scrolling|framework|platform-ios,77043|14720|51875|78009|75613|77581|81777|61340|66413|48670
dense,79554,37987,1,60,28.401,Launch devtools faster/earlier to make it easier to profile app startup ,Enable hot restart on profile mode,,37987|60495|76768|59757|77581|54213|78099|78342|59312|76705
dense,79634,66413,1,61,28.054,VideoController.size not correct on iPhone SE (2nd generation),[video_player] Aspect Ratio sometimes incorrect in iOS,,66413|48670|76768|24923|46460|75613|61340|14720|38437|78244
dense,80330,14288,2,65,31.929,Flutter showing odd borders that don't actually exist.,Antialiasing behaviour when same-colour ,,61340|14288|75613|31373|76580|14720|78009|68436|79634|53229
dense,80402,79949,3,66,48.466,Dart snapshot generator failed with exit code -1073741819,Building project fails on generating snapshot with segmentation fault after upgrading to 2.0.1,,77581|54213|79949|78099|60495|59757|78342|65021|59770|76705
dense,80750,77084,1,68,18.46,[web] zooming and resizing does not redraw Scaffold properly,[web] flutter website doesn't resize  properly when zoomed in/out and resizing window on desktop ,,77084|78009|46460|66413|79634|51875|67528|77043|75613|62496
dense,80933,80418,1,69,27.737,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\opt\flutter_windows_2.0.5-stable\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|59770|78099|70216|78342|66224|59312|77581|54213|68958
dense,80961,81029,,70,24.194,Keyboard doesn't popup when focusing on Android Platform view that includes text fields,[Android] Native EditText does not work for all input types when used with AndroidViewSurface,P0|a: platform-views|a: text input|customer: product|engine|found in release: 2.0|found in release: 2.1|found in release: 2.2|has reproducible steps|platform-android,75076|14720|40648|75613|75423|62496|30701|61340|76768|78342
dense,81196,82520,,72,42.814,Flutter build hangs on: Observatory listening on ,Stuck on observatory when running on VIvo devices,tool,78342|78099|76705|70216|59312|80418|79748|77581|76777|80933
dense,81287,80418,1,73,26.296,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|80933|78099|78342|59770|54213|59757|66224|59312|77581
dense,81762,81777,1,17,15.112,Jump to internal section anchor,[flutter_markdown] Relative anchors,p: flutter_markdown|package,81777|14720|30701|31373|37987|38437|46789|46460|13868|48670
dense,82354,82345,2,78,26.829,Android Studio (not installed),Flutter Doctor cannot find Android Studio 4.2,,78342|82345|81196|70216|76705|80418|80933|78099|81287|59770
dense,83331,83232,2,84,21.83,X Unable to locate Android SDK., Unable to locate Android SDK,,82354|83232|82345|70216|81196|78342|80933|59312|80418|59770
dense,84096,83102,1,86,116.974,Error with I10n on Flutter 2.2.1 when use Messages With Numbers,Generated l10n file is missing 'intl' import with Flutter 2.2.0,,83102|81666|75076|65021|76777|80418|76768|81287|40648|80402
dense,84503,82917,1,88,32.732,Flutter UWP run issue,UWP  run/build failed at master branch,,82917|76777|81287|80933|78099|53120|80418|82354|78342|83232
dense,85220,59757,1,90,30.208,[tool_crash] StateError: Bad state: Cannot add event after closing,[tool_crash] StateError: Bad state: Cannot add event after closing,,59757|60495|77581|78099|81287|80418|78342|54213|73743|59770
dense,85751,54213,1,92,31.856,"[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28","[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28",,54213|59770|81287|65021|68958|80418|85220|59757|66224|77581
dense,86257,84252,3,93,29.544,Flutter web mjpeg stream never loads,The `Request` can't request a keep-alive http connection on web platform.,,48670|82354|84252|81196|78342|59757|85220|79748|76705|78099
dense,86283,60678,40,94,15.442,Terminate called after throwing instance of 'std::bad_cast' (arm64),support linux arm/aarch64 target platform,,78099|78342|83596|81666|81287|80418|77581|76768|79748|76705
dense,86320,68958,4,95,32.76,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,65021|59770|85751|68958|54213|81287|80418|78099|66224|78342
dense,86652,85195,1,98,20.601,Flutter Web: image_picker plugin gets image from folder instead of webcam,[image_picker] Cameras don't work on the web,,85195|67528|82602|45332|81804|86257|68958|62496|77084|33615
dense,87432,63619,1,99,19.679,"Flutter Installer Package for GNU/Linux, Mac or Windows",[Add Official Support] Add Support for Flutter Installer,,63619|32719|62597|81650|83331|60678|82354|53120|83232|70216
dense,87927,62496,1,100,29.348,"Android 19 does not work with WebView in any mode, please test before closing the issue",Platform views are not rendering on Android API 21 & under emulator that uses Virtual Display mode ,,62496|86257|51875|59757|83596|75423|60495|79748|78342|85220
dense,88302,82520,4,101,45.238,Waiting for obsevatory port to be available... on Vivo S1 only,Stuck on observatory when running on VIvo devices,,73743|81196|76705|82520|79949|78099|78342|86257|79748|76777
dense,89497,88688,1,103,38.494,Flutter Web: Regression - Widgets have random ghosting behavior  in master and dev branch -- Can be observed with Link widget but applies to others as well,[Web] [Video_Player] Rendering regression,,88688|60495|80330|62496|66224|59770|75613|85220|59757|77581
dense,89547,89540,1,105,34.026, No MaterialLocalizations found when using rflutter package,No MaterialLocalizations found,,89540|73355|77581|60495|54213|85220|66833|65021|82354|82520
dense,90733,90675,1,111,18.431,Support iPhone’s ProMotion (120hz),Scrolling is not true 120hz and feels laggy on ProMotion iPhone 13,,90675|79634|37987|48670|51875|14720|13868|81650|63619|66413
dense,90961,86565,3,112,31.329,External keyboard input bug in TextField in Flutter SDK 2.5.1 iOS,Textfield is duplicating characters when typing too fast from hardware keyboard,,80961|81029|86565|75076|90063|82354|78342|75423|81196|76768
dense,91372,53120,1,113,29.92,Issue: Installing Flutter on Microsoft Surface Pro X,Add Support for running Flutter on Windows ARM64,,53120|84503|80933|82354|59770|80418|83596|81287|83331|78342
dense,91589,60495,1,114,38.965,[tool_crash] StateError: Bad state: No context with the running Dart application.,[tool_crash] StateError: Bad state: No context with the running Dart application.,,60495|85220|59757|78099|77581|81287|80418|78342|86320|73743
dense,91752,99606,,115,19.661,Set default keyboard language in textField,Ability to change the keyboard language programmatically,P3|a: text input|c: new feature|c: proposal|framework,81029|86565|90961|80961|75076|83102|40648|90135|90063|89914
dense,93050,77581,1,116,32.699,[tool_crash] StateError: Bad state: Future already completed,[tool_crash] StateError: Bad state: Future already completed,,77581|78099|85220|91589|78342|59757|54213|60495|80418|59770
dense,94108,80063,1,121,24.395,Generate dSYM file for flutter Plugin (iOS dynamic framework) ,Missing dSYM and bcsymbolmap in xcframework from `flutter build ios-framework`,platform-ios,80063|79949|81666|76768|66224|59770|68958|93153|76777|90028
dense,95604,94060,1,124,27.549,flutter doctor error on IntelliJ IDEA: FormatException: Unexpected extension byte (at offset 5),[tool] flutter doctor throws ` FormatException: Unexpected extension byte` when using `IntelliJ IDEA  2021.3`  and `Dart` plugin,,94060|81666|65021|82354|80418|78342|86320|76768|54213|90028
