method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
hybrid,13868,24923,,0,0.495,Apple Fairplay Streaming support.,[video_player] Support DRM content,a: video|c: new feature|p: video_player|package|team-ecosystem|triaged-ecosystem,
hybrid,67528,45332,1,38,126.882,Image picker video/image optional,ImagePicker: ImageSource should support both Camera+Gallery,p: image_picker|package,45332|46460|66413|48670|13868|61340|51875|53229|24923|62496
hybrid,75423,75076,1,45,82.745,[web] Pressing any key causes Uncaught Errors in platform_dispatcher.dart,[Web]TextformField shows error when trying to type with keyboard,,75076|60495|68958|59757|54213|65021|70216|73743|66224|59770
hybrid,75617,32719,4,47,82.274,[question]Calling C ++ via the plugin introduces a compilation error caused by the VCPKG package in CMake,Add dependency management support for Windows plugins,,66224|62597|59770|32719|53120|70216|61997|59312|65021|66833
hybrid,76580,68436,1,48,82.223,"cupertino_icons, square_pencil issue","Cupertino icon ""square_pencil"" is filled",r: duplicate,68436|53229|14288|67528|61340|31373|75613|75423|30701|66224
hybrid,76768,66833,2,50,271.944,Using more v2 embedded plugins from plugin example application will make the plugin fail to run properly,MissingPluginException(No implementation found for method getAll on channel plugins.flutter.io/shared_preferences),r: duplicate,62496|66833|76705|66224|65021|59757|60495|54213|70216|73743
hybrid,76777,76705,1,51,130.261,win32-1.7.4+1/lib/src/structs.dart:1111:7: Error: Struct 'ENUMLOGFONTEX' is empty. Empty,Android build failure on master channel,,76705|59770|54213|59312|65021|66224|68958|70216|76768|63193
hybrid,78009,75613,1,55,133.063,Horizontal scrollbar becomes invalid and does not disappear after increasing the width of the screen.,The Scrollbar() Widget in Flutter Web is not working as expected,,75613|60495|66413|75423|62496|61340|75076|40648|14288|73355
hybrid,78244,48670,1,57,114.741,hls url doesnt play the video in iOS with video_player ,Flutter video_player unable to play HLS live video on iOS device,,48670|66413|46460|13868|24923|67528|62496|22771|61340|51875
hybrid,78342,78099,1,58,137.574,[tool_crash] RPCError,[tool_crash] RPCError,,78099|70216|59312|54213|60495|68958|77581|59770|65021|75423
hybrid,79277,77043,1,59,259.516,Carried velocity is incorrectly applied on iOS,ListView ScrollPhysics different from native scroll physics when pausing in between scrolls,f: scrolling|framework|platform-ios,77043|14720|66413|78342|78009|75613|51875|75423|77581|78099
hybrid,79554,37987,10,60,132.951,Launch devtools faster/earlier to make it easier to profile app startup ,Enable hot restart on profile mode,,78099|78342|76768|54213|77581|38437|59312|60495|59757|37987
