method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
tfidf,13868,24923,,0,0.277,Apple Fairplay Streaming support.,[video_player] Support DRM content,a: video|c: new feature|p: video_player|package|team-ecosystem|triaged-ecosystem,
tfidf,67528,45332,1,38,40.72,Image picker video/image optional,ImagePicker: ImageSource should support both Camera+Gallery,p: image_picker|package,45332|14288|51875|46460|53229|48670|61997|62496|60678|54213
tfidf,75423,75076,4,45,32.029,[web] Pressing any key causes Uncaught Errors in platform_dispatcher.dart,[Web]TextformField shows error when trying to type with keyboard,,70216|68958|66413|75076|54213|59312|66224|48670|65021|59757
tfidf,75617,32719,29,47,32.06,[question]Calling C ++ via the plugin introduces a compilation error caused by the VCPKG package in CMake,Add dependency management support for Windows plugins,,66224|75613|70216|53120|61997|68958|75423|81777|38437|63193
tfidf,76580,68436,1,48,33.816,"cupertino_icons, square_pencil issue","Cupertino icon ""square_pencil"" is filled",r: duplicate,68436|67528|75423|14288|45332|75613|62597|31373|61997|24923
tfidf,76768,66833,2,50,58.576,Using more v2 embedded plugins from plugin example application will make the plugin fail to run properly,MissingPluginException(No implementation found for method getAll on channel plugins.flutter.io/shared_preferences),r: duplicate,62496|66833|73743|76705|63193|70216|75423|68958|54213|38437
tfidf,76777,76705,1,51,61.308,win32-1.7.4+1/lib/src/structs.dart:1111:7: Error: Struct 'ENUMLOGFONTEX' is empty. Empty,Android build failure on master channel,,76705|61997|61340|70216|62496|76768|66833|73743|59312|75423
tfidf,78009,75613,1,55,63.547,Horizontal scrollbar becomes invalid and does not disappear after increasing the width of the screen.,The Scrollbar() Widget in Flutter Web is not working as expected,,75613|75423|70216|60495|65021|66224|68958|76705|66413|75076
tfidf,78244,48670,2,57,63.501,hls url doesnt play the video in iOS with video_player ,Flutter video_player unable to play HLS live video on iOS device,,46460|48670|24923|66413|67528|76580|30701|59312|13868|70216
tfidf,78342,78099,1,58,64.348,[tool_crash] RPCError,[tool_crash] RPCError,,78099|70216|66413|75423|54213|59312|68958|65021|78009|66224
tfidf,79277,77043,22,59,178.46,Carried velocity is incorrectly applied on iOS,ListView ScrollPhysics different from native scroll physics when pausing in between scrolls,f: scrolling|framework|platform-ios,78342|66413|75423|70216|78099|68958|75613|78009|54213|77581
tfidf,79554,37987,39,60,66.673,Launch devtools faster/earlier to make it easier to profile app startup ,Enable hot restart on profile mode,,78009|38437|75423|70216|78099|78342|68958|79277|75613|66413
tfidf,79634,66413,9,61,67.376,VideoController.size not correct on iPhone SE (2nd generation),[video_player] Aspect Ratio sometimes incorrect in iOS,,79554|38437|78009|48670|75613|70216|61340|76768|66413|62496
tfidf,80330,14288,15,65,69.224,Flutter showing odd borders that don't actually exist.,Antialiasing behaviour when same-colour ,,79554|79634|78009|78342|38437|79748|79277|75423|70216|66413
tfidf,80402,79949,1,66,74.955,Dart snapshot generator failed with exit code -1073741819,Building project fails on generating snapshot with segmentation fault after upgrading to 2.0.1,,79949|76705|63193|73743|65021|59770|62496|79554|59312|79634
tfidf,80750,77084,1,68,76.653,[web] zooming and resizing does not redraw Scaffold properly,[web] flutter website doesn't resize  properly when zoomed in/out and resizing window on desktop ,,77084|77043|76580|68436|78009|67528|75613|79634|79277|81762
tfidf,80933,80418,1,69,80.82,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\opt\flutter_windows_2.0.5-stable\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|65021|78099|59770|80402|75613|68958|78009|76705|79949
tfidf,80961,81029,,70,83.172,Keyboard doesn't popup when focusing on Android Platform view that includes text fields,[Android] Native EditText does not work for all input types when used with AndroidViewSurface,P0|a: platform-views|a: text input|customer: product|engine|found in release: 2.0|found in release: 2.1|found in release: 2.2|has reproducible steps|platform-android,75423|79634|78342|70216|79554|79748|75613|79277|78009|75076
tfidf,81196,82520,,72,82.226,Flutter build hangs on: Observatory listening on ,Stuck on observatory when running on VIvo devices,tool,62496|76705|76768|80402|63193|73743|79949|78099|66833|80933
tfidf,81287,80418,2,73,82.118,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80933|80418|78099|65021|59770|68958|80402|75613|76705|78009
tfidf,81762,81777,1,17,4.726,Jump to internal section anchor,[flutter_markdown] Relative anchors,p: flutter_markdown|package,81777|14720|46789|45332|38437|24923|46460|13868|30701|32719
tfidf,82354,82345,32,78,84.193,Android Studio (not installed),Flutter Doctor cannot find Android Studio 4.2,,75613|78099|80418|80933|81287|78009|78342|60495|65021|70216
tfidf,83331,83232,18,84,86.255,X Unable to locate Android SDK., Unable to locate Android SDK,,82354|80418|75613|79634|80933|80961|83102|79554|82602|70216
tfidf,84096,83102,18,86,102.019,Error with I10n on Flutter 2.2.1 when use Messages With Numbers,Generated l10n file is missing 'intl' import with Flutter 2.2.0,,62496|76768|80402|81196|76705|79949|63193|73743|59312|81287
tfidf,84503,82917,1,88,102.219,Flutter UWP run issue,UWP  run/build failed at master branch,,82917|76777|61997|66224|81666|79748|70216|63619|65021|59312
tfidf,85220,59757,3,90,105.116,[tool_crash] StateError: Bad state: Cannot add event after closing,[tool_crash] StateError: Bad state: Cannot add event after closing,,78099|78342|59757|81666|79748|68958|84252|60495|75423|59312
tfidf,85751,54213,3,92,123.576,"[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28","[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28",,68958|82354|54213|59757|65021|85220|80418|81287|78342|59770
tfidf,86257,84252,7,93,125.58,Flutter web mjpeg stream never loads,The `Request` can't request a keep-alive http connection on web platform.,,85220|78342|70216|75423|79554|79748|84252|82602|78099|79277
tfidf,86283,60678,1,94,123.908,Terminate called after throwing instance of 'std::bad_cast' (arm64),support linux arm/aarch64 target platform,,60678|81804|75076|63193|79554|77084|79949|80402|73743|80330
tfidf,86320,68958,1,95,127.096,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,68958|65021|80418|59770|80933|85751|81287|78342|85220|79949
tfidf,86652,85195,1,98,129.946,Flutter Web: image_picker plugin gets image from folder instead of webcam,[image_picker] Cameras don't work on the web,,85195|82602|45332|77084|67528|86565|79554|38437|81650|33615
tfidf,87432,63619,1,99,129.852,"Flutter Installer Package for GNU/Linux, Mac or Windows",[Add Official Support] Add Support for Flutter Installer,,63619|53120|86565|82602|79554|82354|75613|79634|81650|82345
tfidf,87927,62496,18,100,132.459,"Android 19 does not work with WebView in any mode, please test before closing the issue",Platform views are not rendering on Android API 21 & under emulator that uses Virtual Display mode ,,61997|51875|80961|70216|62597|79554|82602|46789|78009|75613
tfidf,88302,82520,38,101,134.082,Waiting for obsevatory port to be available... on Vivo S1 only,Stuck on observatory when running on VIvo devices,,81196|62496|85583|76768|63193|76705|80402|86584|84096|73743
tfidf,89497,88688,15,103,140.329,Flutter Web: Regression - Widgets have random ghosting behavior  in master and dev branch -- Can be observed with Link widget but applies to others as well,[Web] [Video_Player] Rendering regression,,84252|75076|78009|80330|86565|86257|78342|85220|75423|79554
tfidf,89547,89540,1,105,140.737, No MaterialLocalizations found when using rflutter package,No MaterialLocalizations found,,89540|89497|84252|86257|85220|78342|70216|80330|79748|86565
tfidf,90733,90675,1,111,144.759,Support iPhone’s ProMotion (120hz),Scrolling is not true 120hz and feels laggy on ProMotion iPhone 13,,90675|13868|86565|79554|79634|82602|31373|90028|84252|38437
tfidf,90961,86565,9,112,151.858,External keyboard input bug in TextField in Flutter SDK 2.5.1 iOS,Textfield is duplicating characters when typing too fast from hardware keyboard,,78342|90675|86257|70216|68958|75423|66413|82602|86565|85220
tfidf,91372,53120,9,113,144.951,Issue: Installing Flutter on Microsoft Surface Pro X,Add Support for running Flutter on Windows ARM64,,38437|79634|81650|86565|82602|79554|90675|80330|53120|80402
tfidf,91589,60495,2,114,142.76,[tool_crash] StateError: Bad state: No context with the running Dart application.,[tool_crash] StateError: Bad state: No context with the running Dart application.,,85220|60495|78099|86257|78342|79748|86320|68958|90961|80933
tfidf,91752,99606,,115,148.016,Set default keyboard language in textField,Ability to change the keyboard language programmatically,P3|a: text input|c: new feature|c: proposal|framework,81029|90961|13868|80961|46460|86565|79554|79634|82602|90675
tfidf,93050,77581,8,116,148.977,[tool_crash] StateError: Bad state: Future already completed,[tool_crash] StateError: Bad state: Future already completed,,78099|85220|91589|81287|60495|86257|80933|77581|79554|79748
tfidf,94108,80063,1,121,158.264,Generate dSYM file for flutter Plugin (iOS dynamic framework) ,Missing dSYM and bcsymbolmap in xcframework from `flutter build ios-framework`,platform-ios,80063|61997|79554|75617|33615|90675|63619|82602|53120|62597
tfidf,95604,94060,2,124,177.579,flutter doctor error on IntelliJ IDEA: FormatException: Unexpected extension byte (at offset 5),[tool] flutter doctor throws ` FormatException: Unexpected extension byte` when using `IntelliJ IDEA  2021.3`  and `Dart` plugin,,91372|94060|79634|38437|86565|82602|81650|79554|90675|80330
tfidf,96156,61340,55,126,178.263,"[webview_flutter] When sliding to the webview page, a vertical line appears",[iOS]  UiKitView will be rendered with borders.,e: device-specific|platform-ios,83232|87927|84252|68436|88688|89914|77084|89497|77043|75076
tfidf,96172,73355,1,128,180.349,VMServiceFlutterDriver: request_data message is taking a long time to complete... stuck on 2.8.1 vs 2.5.3,integration_test package pauses isolates and calling pumpAndSettle() never finishes.,,73355|82520|90675|95604|62597|86565|79554|79634|91372|79748
tfidf,97242,70216,4,132,179.109,Facing this error ,Confusing error message from flutter tools when verifying a broken Android Studio version.,,95604|91372|94060|70216|38437|79634|81287|82602|81650|86565
tfidf,97483,51875,66,134,181.709,[webview] WebView not parsing and rendering contents until visible,[webview_flutter] Allow to preload content into an off-screen webview,,79554|96646|86257|94060|93635|93050|95604|75423|90675|91589
tfidf,97685,82602,2,136,180.997,image_picker no response on iOS simulator,"[image_picker] PlatformException(multiple_request, Cancelled by a second request, null, null) when picking the first default image from the ios simulator",,79634|82602|91372|86565|95604|90675|79554|38437|81650|80330
tfidf,98798,94999,31,141,185.161,[Flutter Camera 0.9.4+14] Build Warning of deprecated API,[camera] Build warnings on camera 0.9.4+5 ,,83232|67528|77084|81804|68436|88688|82345|96156|82602|95604
tfidf,98913,97489,1,143,189.581,"[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49","[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49",,97489|96167|93050|86320|98905|81287|85220|91589|80418|80933
tfidf,99273,85583,86,144,190.172,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,[video_player][Android TV] MPEG-DASH stream (no DRM) sometimes gets a unintentional picture-in-picture effect,e: device-specific|p: video_player|package|platform-android,97685|98720|48670|86565|78009|79634|93635|82602|90675|75076
tfidf,99273,46460,57,144,188.399,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,video_player on 4K Amazon Fire TV stick shows small video on green background,e: device-specific|p: video_player|package|platform-android,97685|98720|48670|86565|78009|79634|93635|82602|90675|75076
tfidf,101161,63193,1,150,187.432,i am facing this problem every time i try to run my code i just installed android studio,"Exception in thread ""main"" javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Tag mismatch!",,63193|83596|80402|65021|76705|94999|97242|93050|88302|81196
tfidf,102879,66224,4,155,192.168,"[tool_crash] FileSystemException: Cannot create link, OS Error: 函数不正确。, errno = 1","[tool_crash] ""OS Error: Incorrect function"" in plugin symlinking if Flutter and project are on different volumes",,101962|98905|65021|66224|86320|96167|98913|81287|93635|59770
tfidf,103204,100522,3,159,197.47,"The page suddenly flashed and couldn't stop, on iOS",Screen flickering on iOS since Flutter 2.10.0,,97685|98720|100522|99273|103086|96646|86257|78342|90675|79554
tfidf,103520,103086,1,161,201.569,[iOS Web] EditableText's cursor position jumps to position 0 after deleting a character when readOnly=true,[iOS Web] EditableText's cursor position jumps to 0 after changing cursor position and entering some text when `readOnly=true`,,103086|98720|89540|89914|89547|89497|99273|84252|96646|103204
tfidf,103636,102451,1,162,202.244,Flutter can't compile for windows desktop,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,102451|86584|94999|60495|66224|102879|93635|81196|85583|88302
tfidf,104159,102451,103,163,205.527,flutter upgrade running into doctor check crash,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,83232|77084|82345|98798|68436|83102|88688|76580|96156|67528
tfidf,104378,101895,1,164,203.275,plugin(google_sign_in): use Object type for GoogleSignInAccount operator,[google_sign_in] GoogleSignInAccount implement the equals operator wrong,,101895|45332|97050|89547|75423|89540|97483|75076|94108|38437
tfidf,104384,59312,1,165,206.412,"[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 389ms Command: /Users/xs/work/jinengmao/android/gradlew, OS error code: 1","[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 0s Command: /Users/bhavneetsingh/Documents/android/gradlew, OS error code: 1",,59312|98913|101962|102879|96167|98905|97489|86320|80402|81287
tfidf,105282,102451,2,168,208.453,build to run flutter app on windows got these error message.,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,103636|102451|86584|104989|94999|93635|102879|60495|66224|81196
tfidf,105659,102451,3,169,218.585, Flutter Doctor Check Exception: Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,105282|103636|102451|86584|94060|95604|97242|104989|102879|94999
tfidf,106248,95916,4,171,223.559,[tool_crash] StateError: Bad state: No context with the running Dart application.,[flutter_tools] StateError at RemoteDebuggerExecutionContext.id at package:dwds/src/debugging/execution_context.dart,,91589|60495|78099|95916|85220|98905|93635|102879|93050|81287
tfidf,107352,83596,5,175,212.54,Crash,"Android crash: Fatal Exception: java.lang.RuntimeException java.util.concurrent.ExecutionException: java.lang.UnsatisfiedLinkError: dalvik.system.PathClassLoader[DexPathList[[zip file ""/system/framework/android.test.runner.jar"", zip file ""/system/framework/org.apache.http.legacy.boot.jar""........",,106326|96646|105897|86257|83596|78342|106248|106953|105014|79748
tfidf,107829,100454,2,177,214.945,SkColorFiter/ImageFilter to DlColorFilter/ImageFilter,"Switch layers to DlImageFiter, DlColorFilter, and DlColorSource objects",engine,99606|100454|97253|103163|101895|33615|37987|45332|14720|103086
tfidf,108180,108181,,178,226.358,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",r: duplicate,65021|90028|61997|85751|84503|96167|79748|54213|99954|106953
tfidf,108254,105897,1,180,225.563,Add barcode icon to `Icons` class,Mismatches on Material icons,f: material design|framework,105897|83232|68436|96156|77084|98798|104159|76580|82345|88688
tfidf,109621,93153,62,185,214.214,iOS app crash when toggle airplane mode in debug,[iOS] App crashes when toggling data on physical device in debug mode,,107352|86257|96646|78342|106326|105897|79748|98720|106248|86565
tfidf,109623,89914,1,186,217.253,Changing the `SystemUiMode` results in a stuttery keyboard opening animation on Android,SystemUiMode.edgeToEdge bottom viewInset jumps when keyboard is opening,a: text input|framework|has reproducible steps,89914|106326|106248|98720|99273|105897|106953|109621|108181|93635
tfidf,111076,93635,13,189,228.349,"Error waiting for a debug connection: The log reader stopped unexpectedly, or never started.",Error waiting for a debug connection: The log reader stopped unexpectedly. Error launching application on Windows.,,86584|76705|104989|80402|81196|79949|90135|88302|73743|63193
tfidf,111970,101962,3,191,231.171,[tool_crash] RPCError,"[tool_crash] RPCError Oops; flutter has exited unexpectedly: ""_flutter.screenshotSkp: (-32000) Could not capture SKP screenshot."".",,83331|96167|101962|78342|102994|104384|86320|85751|82354|98913
tfidf,113174,111660,1,193,235.854,EditableTextState.toggleToolbar (package:flutter/src/widgets/editable_text.dart:3123),Forced Null Dereference causing crash in editableTextState,,111660|112181|77581|81666|54213|59312|95142|59757|60495|65021
tfidf,113594,56607,42,194,235.965,"Flutter on linux ignores the DART_VM_OPTIONS environment variable, meaning it is impossible to use Flutter on linux behind a corporate proxy",Add a flag to flutter pub/packages to use a self-signed cert file,team-tool|tool|triaged-tool,104989|80402|76705|90135|79949|91372|95604|83331|81196|111076
tfidf,113965,98720,24,195,257.381,Unexpected selection behavior in the TextField widget.,"[Android] TextField cursor doesn't move to tapped position, but converts into text selection mode after selecting input mode from virtual keyboard.",,88302|81196|94999|62496|85583|76768|86584|80402|90135|63193
tfidf,114058,110331,4,196,266.207,App is crashing continously in IOS device,Rendering high resolution images with the Image widget results in an app crash on iOS,,109621|107352|96646|110331|106326|78342|86257|105897|90961|106248
tfidf,115667,95142,1,198,289.954,"[tool_crash] ProcessException: No such file or directory Command: google-chrome, OS error code: 2","[tool_crash] ProcessException: No such file or directory Command: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome, OS error code: 2 when using custom devices",,95142|81666|77581|96167|80933|59770|65021|106953|86320|59312
tfidf,116082,115832,2,201,266.512,[go_router] 5.2.0 can't enter same path again,[go_router] Navigating back does not update router location since go_router 5.2.0,,66833|115832|106326|105897|112181|88302|103086|62496|98720|90135
tfidf,116247,90135,14,202,263.531,font not properly shown. while using the Open Sans Font.,Replacement character inserted after ellipsis on web,,105014|83232|76580|89547|89540|104159|77084|67528|105897|89914
tfidf,116261,98342,10,203,271.078,TextField Paste option not work web mobile android chrome html render,[Android] TextField text selection toolbar not shown on long Press,,115359|99273|75076|94060|86565|106326|105897|86320|83331|98342
tfidf,116712,81666,1,204,264.012,FormatException: Missing extension byte (at offset 87),flutter build ios - Crash  - [tool_crash] FormatException : Missing extension byte (at offset 17),,81666|95142|115667|77581|100584|85220|54213|59757|98913|97489
tfidf,118171,118170,1,207,277.213,"Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error, index=0, format=Format(1, null, null, video/avc, avc1.64000A, -1, null, [432, 768, 28.372639], [-1, -1]), format_supported=YES","Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,",,118170|103432|96646|114058|107352|109621|115832|86257|105897|78342
tfidf,118494,61997,106,208,292.697,"[tool_crash] FileSystemException: Cannot open file, OS Error: Operation did not complete successfully because the file contains a virus or potentially unwanted software., errno = 225","Advise user to add Flutter SDK, app project, pub cache, etc to antivirus allowlist",,108181|86320|106953|101962|102879|104384|65021|98905|96167|81287
tfidf,120599,118947,1,213,275.486,[Impeller] Text rendering with border.,[Impeller & Skia] 0.25px separators rendering issue,P2|engine|platform-ios|team-engine|triaged-engine,118947|89497|78009|106326|103520|84252|89540|89547|89914|106659
tfidf,121048,119536,1,214,279.003,Flutter Web is showing emojis in outline form instead of color,[web][3.7] Emojis are not properly rendered,,119536|86652|106659|99273|83232|76580|111063|116247|104159|77084
tfidf,122692,96167,1,215,275.432,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,96167|86320|118494|106953|108181|68958|104384|85751|65021|115667
tfidf,124503,103163,3,217,274.172,Paste triggers permission dialog every time on iOS 16,Flutter should support iOS 15's Secure Paste feature,,46789|63619|103163|95604|82602|116261|86565|79554|91372|96646
tfidf,124869,124868,1,219,274.186,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",r: duplicate,124868|106953|108181|102879|118494|86320|59770|65021|101962|122692
tfidf,125123,116954,1,220,275.784,'[FATAL:flutter/shell/platform/android/platform_view_android_jni_impl.cc(1327)] Check failed: fml::jni::CheckException(env). ,Engine crashes when AndroidView is used large size,,116954|107352|79634|85583|95604|109621|90675|103432|83596|100522
tfidf,125807,115912,1,221,279.782,Support Tone-based Surfaces in Material 3,Support tone-based surface and surface container `ColorScheme` roles,,115912|109381|38437|81650|91372|125123|82345|61997|81029|95604
tfidf,125981,126069,,222,280.87,Update Tooltip widget,Update tooltips to support Material 3,f: material design|framework,125807|82345|76580|115912|67528|111063|83232|109381|106326|104159
